0	2
1	2
2	130
3	130
4	4
5	0
6	128
7	128
8	8
9	0
10	128
11	128
12	12
13	0
14	128
15	128
16	256
17	256
18	384
19	384
20	260
21	256
22	384
23	384
24	264
25	256
26	384
27	384
28	268
29	256
30	384
31	384
32	18
33	18
34	146
35	146
36	16
37	16
38	144
39	144
40	16
41	16
42	144
43	144
44	16
45	16
46	144
47	144
48	272
49	272
50	400
51	400
52	272
53	272
54	400
55	400
56	272
57	272
58	400
59	400
60	272
61	272
62	400
63	400
64	66
65	66
66	130
67	130
68	68
69	64
70	128
71	128
72	72
73	64
74	128
75	128
76	76
77	64
78	128
79	128
80	320
81	320
82	384
83	384
84	324
85	320
86	384
87	384
88	328
89	320
90	384
91	384
92	332
93	320
94	384
95	384
96	82
97	82
98	146
99	146
100	80
101	80
102	144
103	144
104	80
105	80
106	144
107	144
108	80
109	80
110	144
111	144
112	336
113	336
114	400
115	400
116	336
117	336
118	400
119	400
120	336
121	336
122	400
123	400
124	336
125	336
126	400
127	400
128	162
129	162
130	162
131	162
132	132
133	128
134	128
135	128
136	136
137	128
138	128
139	128
140	140
141	128
142	128
143	128
144	384
145	384
146	384
147	384
148	388
149	384
150	384
151	384
152	392
153	384
154	384
155	384
156	396
157	384
158	384
159	384
160	178
161	178
162	178
163	178
164	144
165	144
166	144
167	144
168	144
169	144
170	144
171	144
172	144
173	144
174	144
175	144
176	400
177	400
178	400
179	400
180	400
181	400
182	400
183	400
184	400
185	400
186	400
187	400
188	400
189	400
190	400
191	400
192	194
193	194
194	130
195	130
196	196
197	192
198	128
199	128
200	200
201	192
202	128
203	128
204	204
205	192
206	128
207	128
208	448
209	448
210	384
211	384
212	452
213	448
214	384
215	384
216	456
217	448
218	384
219	384
220	460
221	448
222	384
223	384
224	210
225	210
226	146
227	146
228	208
229	208
230	144
231	144
232	208
233	208
234	144
235	144
236	208
237	208
238	144
239	144
240	464
241	464
242	400
243	400
244	464
245	464
246	400
247	400
248	464
249	464
250	400
251	400
252	464
253	464
254	400
255	400
256	78
257	66
258	2
259	2
260	76
261	68
262	4
263	0
264	76
265	72
266	8
267	0
268	76
269	76
270	12
271	0
272	332
273	320
274	256
275	256
276	332
277	324
278	260
279	256
280	332
281	328
282	264
283	256
284	332
285	332
286	268
287	256
288	82
289	82
290	18
291	18
292	84
293	80
294	16
295	16
296	88
297	80
298	16
299	16
300	92
301	80
302	16
303	16
304	336
305	336
306	272
307	272
308	340
309	336
310	272
311	272
312	344
313	336
314	272
315	272
316	348
317	336
318	272
319	272
320	78
321	66
322	66
323	66
324	76
325	68
326	68
327	64
328	76
329	72
330	72
331	64
332	76
333	76
334	76
335	64
336	332
337	320
338	320
339	320
340	332
341	324
342	324
343	320
344	332
345	328
346	328
347	320
348	332
349	332
350	332
351	320
352	82
353	82
354	82
355	82
356	84
357	80
358	80
359	80
360	88
361	80
362	80
363	80
364	92
365	80
366	80
367	80
368	336
369	336
370	336
371	336
372	340
373	336
374	336
375	336
376	344
377	336
378	336
379	336
380	348
381	336
382	336
383	336
384	110
385	98
386	162
387	162
388	76
389	68
390	132
391	128
392	76
393	72
394	136
395	128
396	76
397	76
398	140
399	128
400	332
401	320
402	384
403	384
404	332
405	324
406	388
407	384
408	332
409	328
410	392
411	384
412	332
413	332
414	396
415	384
416	114
417	114
418	178
419	178
420	84
421	80
422	144
423	144
424	88
425	80
426	144
427	144
428	92
429	80
430	144
431	144
432	336
433	336
434	400
435	400
436	340
437	336
438	400
439	400
440	344
441	336
442	400
443	400
444	348
445	336
446	400
447	400
448	78
449	66
450	194
451	194
452	76
453	68
454	196
455	192
456	76
457	72
458	200
459	192
460	76
461	76
462	204
463	192
464	332
465	320
466	448
467	448
468	332
469	324
470	452
471	448
472	332
473	328
474	456
475	448
476	332
477	332
478	460
479	448
480	82
481	82
482	210
483	210
484	84
485	80
486	208
487	208
488	88
489	80
490	208
491	208
492	92
493	80
494	208
495	208
496	336
497	336
498	464
499	464
500	340
501	336
502	464
503	464
504	344
505	336
506	464
507	464
508	348
509	336
510	464
511	464
